,사업장명,카페이름,,,,,,,,
837,화원읍 구스켓인더크로플 화원점,구스켓 인 더 크로플 화원점,,,,,,,,
838,옥포읍 오늘커피,"오늘, 커피",,,,,,,,
839,화원읍 카페꽃이피다 화원점,카페꽃이피다 화원점,,,,,,,,
840,화원읍 카페앙쥬,카페앙쥬,,,,,,,,
841,안심4동 청솔로9 동구점,청솔로9 동구점,,,,,,,,
842,공산동 갓오브커피,갓오브커피,,,,,,,,
843,공산동 나인카페,나인카페,,,,,,,,
844,신암2동 빙수제이,빙수제이 경북대점,,,,,,,,
845,신암2동 빽다방 경북대정문점,빽다방 경북대정문점,,,,,,,,
846,신암2동 카페봄봄 대구 신암점,카페봄봄 신암점,,,,,,,,
847,대현동 시아,시아,,,,,,,,
848,안심4동 진저트,진저트,,,,,,,,
849,안심4동 윌크,윌크,,,,,,,,
850,안심4동 카페2022,2022커피앤디저트,,,,,,,,
851,안심4동 카페온오프 동구점,카페온오프 동구점,,,,,,,,
852,안심4동 투썸플레이스 대구신서이노밸리점,투썸플레이스 대구신서이노밸리점,,,,,,,,
853,혁신동 탑리터 혁신점,탑리터 혁신점,,,,,,,,
854,혁신동 이디야커피 대구이노밸리점,이디야커피 대구이노밸리점,,,,,,,,
855,혁신동 마시그래이 혁신새론점,마시그래이 혁신새론점,,,,,,,,
856,혁신동 옥산로스터리,옥산로스터리,,,,,,,,
857,도평동 노티스818카페,노티스818,,,,,,,,
858,도평동 달콤커피 대구국제공항점,달콤커피 대구국제공항점,,,,,,,,
859,동촌동 마실커피 아양기찻길점,마실커피 아양기찻길점,,,,,,,,
860,혁신동 오클리하우스,오클리하우스,,,,,,,,
861,혁신동 매머드익스프레스 대구신서혁신점,매머드익스프레스 대구신서혁신점,,,,,,,,
862,혁신동 테라1053,테라1053,,,,,,,,
863,혁신동 붕스프레소,붕스프레소,,,,,,,,
864,혁신동 오늘여기,오늘여기,,,,,,,,
865,혁신동 카페라우드,카페라우드,,,,,,,,
866,수성4가동 이디야커피 대구신천리버점,이디야커피 대구신천리버점,,,,,,,,
867,수성4가동 메리포핀스,메리포핀스,,,,,,,,
868,신천3동 언앨리,언앨리,,,,,,,,
869,안심3동 블링스톤커피 앤 베이커리,블링스톤커피 앤 베이커리,,,,,,,,
870,안심3동 공차 대구각산역점,공차 대구각산역점,,,,,,,,
871,안심3동 반야월연꽃마을 협동조합,반야월연꽃마을협동조합,,,,,,,,
872,봉무동 블랑카페,주주블랑,,,,,,,,
873,봉무동 카페단산길19,카페단산길 19,,,,,,,,
874,불로동 할리스 대구봉무공원점,할리스 대구봉무공원점,,,,,,,,
875,신암2동 달담커피,달담커피 신암점,,,,,,,,
876,안심3동 카페 누,카페누 대구혁신도시점,,,,,,,,
877,혁신동 그란데커피(Grande Coffee),그란데커피,,,,,,,,
878,신천4동 공차 대구현대시티아울렛점,공차 대구현대시티아울렛점,,,,,,,,
879,신천3동 정담디,정담디,,,,,,,,
880,신암3동 헬로스위트,헬로스위트,,,,,,,,
881,신암3동 할리스 동대구역사점,할리스 KTX동대구역사점,,,,,,,,
882,신암3동 하와이코나사자커피,하와이코나사자커피,,,,,,,,
883,신암4동 카페봄봄 파티마점,카페봄봄 파티마점,,,,,,,,
884,신암4동 에브리커피 동대구파티마점,에브리커피 동대구파티마점,,,,,,,,
885,신암4동 몬스터커피 신암점,몬스터커피 신암점,,,,,,,,
886,효목2동 폴바셋 대구신세계백화점2호점,폴바셋 신세계백화점 대구 2호점(별관 6F),,,,,,,,
887,신천4동 시나본 신세계백화점 대구점,시나본 신세계백화점대구점,,,,,,,,
888,신천4동 폴바셋 대구신세계백화점1호점,폴바셋 신세계백화점 대구 1호점(본관B1),,,,,,,,
889,신암4동 투썸플레이스 동대구환승터미널점,투썸플레이스 동대구환승터미널점,,,,,,,,
890,신천4동 할리스 동대구환승센터점,할리스 동대구환승센터점,,,,,,,,
891,신천4동 프랭크프랭크커피,프랭크,,,,,,,,
892,신천4동 공차 신세계대구점,공차 신세계백화점대구점,,,,,,,,
893,신천4동 하프커피 대구점,하프커피 대구,,,,,,,,
894,신천4동 청솔로9 동대구역점,청솔로9 동대구역점,,,,,,,,
895,신암3동 인문공학 동대구,인문공학,,,,,,,,
896,신천4동 팍스카페재즈,팍스카페재즈,,,,,,,,
897,신암3동 아눅,아눅,,,,,,,,
898,신천4동 리틀이탈리아 신세계점,리틀이탈리아 신세계점,,,,,,,,
899,신천2동 시월보름,시월보름,,,,,,,,
900,신천3동 모닉23,모닉23,,,,,,,,
901,신천3동 무인다방 신천더샵센터시티점,무인다방 신천더샵센터시티점,,,,,,,,
902,신천3동 카페플라모,카페플라모,,,,,,,,
903,신천4동 레프트뱅크,레프트뱅크,,,,,,,,
904,신천4동 컴포즈커피 대구신천점,컴포즈커피 대구신천점,,,,,,,,
905,신천4동 엘리스커피,엘리스,,,,,,,,
906,신천4동 하삼동커피 동대구점,하삼동커피 동대구점,,,,,,,,
907,신천4동 엔제리너스 동대구터미널점,엔제리너스 동대구터미널점,,,,,,,,
908,신암4동 투썸플레이스 동대구점,투썸플레이스 동대구점,,,,,,,,
909,신천3동 카페봄봄 동대구역점,카페봄봄 동대구역점,,,,,,,,
910,신천4동 도우맨도넛,도우맨도넛,,,,,,,,
911,신천3동 마시그래이 신천점,마시그래이 신천점,,,,,,,,
912,신천4동 커피데이,커피데이,,,,,,,,
913,신천4동 더리터 동대구점,더리터 동대구점,,,,,,,,
914,신천3동 두낫디스터브 동대구점,두낫디스터브 동대구점,,,,,,,,
915,신천4동 모해커피,모해커피,,,,,,,,
916,신천4동 카페유어프레즌트 동대구점,카페유어프레즌트 동대구점,,,,,,,,
917,신암4동 애리스커피스탠드,애리스커피스탠드,,,,,,,,
918,신천4동 프로마쥬,프로마쥬,,,,,,,,
919,신천4동 이디피샵,이디피샵,,,,,,,,
920,신천4동 오프레코드,오프레코드,,,,,,,,
921,신천4동 디저트랩코코,디저트랩 코코,,,,,,,,
922,복현2동 투썸플레이스 대구동북로점,투썸플레이스 동북로점,,,,,,,,
923,동촌동 플랜,플랜 동촌점,,,,,,,,
924,동촌동 드롭탑 동촌홈플러스점,드롭탑 동촌홈플러스점,,,,,,,,
925,해안동 벌크커피 방촌점,벌크커피 방촌점,,,,,,,,
926,해안동 카페봄봄 대구 방촌점,봄봄 방촌점,,,,,,,,
927,해안동 메가MGC커피 대구방촌점,메가MGC커피 대구방촌점,,,,,,,,
928,방촌동 키아베,키아베,,,,,,,,
929,지저동 커피에반하다 대구입석점,커피에반하다 대구입석점,,,,,,,,
930,동촌동 또르또르,또르또르,,,,,,,,
931,동촌동 마더커피,마더커피,,,,,,,,
932,지저동 파센드,파센드,,,,,,,,
933,방촌동 몬스터커피 방촌점,몬스터 커피 방촌점,,,,,,,,
934,방촌동 꽃길다방,꽃길다방,,,,,,,,
935,해안동 더리터 대구방촌점,더리터 방촌점,,,,,,,,
936,해안동 쏠레이,쏠레이,,,,,,,,
937,방촌동 카페오렌지,카페오렌지,,,,,,,,
938,해안동 데이지,데이지,,,,,,,,
939,해안동 카페혜화,카페혜화,,,,,,,,
940,해안동 레헴커피,레헴커피,,,,,,,,
941,안심3동 상큼한남자들,상큼한남자들,,,,,,,,
942,안심3동 모아나테이블,모아나테이블,,,,,,,,
943,안심3동 팔공티 대구각산역점,팔공티 각산역점,,,,,,,,
944,안심3동 마시그래이 동호점,마시그래이 동호점,,,,,,,,
945,안심3동 얌디저트,yum dessert,,,,,,,,
946,안심3동 커피르플랑,커피르플랑,,,,,,,,
947,안심3동 리터킹 각산점,리터킹 율하각산점,,,,,,,,
948,안심3동 소담소담,소담소담,,,,,,,,
949,안심3동 카페디아몽,카페디아몽,,,,,,,,
950,안심3동 니꾸키,니꾸키 안심점,,,,,,,,
951,안심3동 투탐,투탐,,,,,,,,
952,안심3동 치타커피 안심점,치타커피 안심점,,,,,,,,
953,공산동 카페봄봄 지묘점,카페봄봄 지묘점,,,,,,,,
954,공산동 하삼동커피 연경점,하삼동커피 연경점,,,,,,,,
955,공산동 카페레드하임,카페레드하임,,,,,,,,
956,공산동 커피에반하다 대구연경점,커피에반하다 대구연경점,,,,,,,,
957,공산동 더벤티 대구연경점,더벤티 대구연경점,,,,,,,,
958,방촌동 래커,레커커피,,,,,,,,
959,방촌동 일루아,ILLUA,,,,,,,,
960,혁신동 카페게이트 대구혁신점,카페게이트 대구혁신점,,,,,,,,
961,혁신동 더리터 대구혁신점,더리터 대구혁신점,,,,,,,,
962,혁신동 카페봄봄 대림점,카페봄봄 대림점,,,,,,,,
963,혁신동 아틀리에빈 혁신대림점,아틀리에빈 혁신대림점,,,,,,,,
964,혁신동 컴포즈커피 대구혁신점,컴포즈커피 대구혁신점,,,,,,,,
965,안심3동 졸리홀리데이,졸리홀리데이,,,,,,,,
966,안심3동 아틀리에빈 신서점,아틀리에빈 신서점,,,,,,,,
967,안심3동 이디야커피 대구반야월점,이디야커피 대구반야월점,,,,,,,,
968,안심2동 유연제과,유연제과,,,,,,,,
969,안심2동 죠이아커피,죠이아커피,,,,,,,,
970,안심2동 종종,종종 비건쿠키,,,,,,,,
971,안심4동 커피베이 대구각산점,커피베이 대구각산점,,,,,,,,
972,안심4동 몰타 반야월점,몰타 반야월점,,,,,,,,
973,안심4동 카페인중독 대구각산점,카페인중독 대구각산점,,,,,,,,
974,복현2동 살롱드루루,살롱드루루,,,,,,,,
975,방촌동 커피왕 방촌점,커피왕 방촌점,,,,,,,,
976,해안동 보스턴커피,보스턴커피,,,,,,,,
977,동촌동 나나베키,나나베키 비건베이커리카페,,,,,,,,
978,방촌동 필림,카페필림,,,,,,,,
979,방촌동 꿈을담다,꿈을 담다,,,,,,,,
980,해안동 까페놀,까페 놀,,,,,,,,
981,공산동 소풍커피,소풍 COFFEE,,,,,,,,
982,공산동 비발트커피,비발트커피,,,,,,,,
983,공산동 투썸플레이스 대구팔공순환로점,투썸플레이스 대구팔공순환로점,,,,,,,,
984,공산동 홍차가게안단테,홍차가게 안단테,,,,,,,,
985,공산동 마음이온다,마음이온다,,,,,,,,
986,신천1동 카페루앤비 대구신천역점,카페루앤비 대구신천역점,,,,,,,,
987,신천2동 이디야커피 대구신천역점,이디야커피 신천역점,,,,,,,,
988,신천3동 동그리당,동그리당,,,,,,,,
989,신천3동 청솔로9 신천센트럴자이점,청솔로9 신천센트럴시티자이점,,,,,,,,
990,신천3동 카페나무그루,카페나무그루,,,,,,,,
991,신암2동 컴포즈커피 이안동대구점,컴포즈커피 이안동대구점,,,,,,,,
992,신천2동 아리에떼,아리에떼,,,,,,,,
993,신천3동 캐너커피스탠드 본점,캐너커피스탠드,,,,,,,,
994,혁신동 예니가,Yeni ga,,,,,,,,
995,안심3동 스윕,스윕,,,,,,,,
996,안심3동 몬스터커피,몬스터커피,,,,,,,,
997,대현동 마시그래이 신암점,마시그래이 신암점,,,,,,,,
998,신암5동 그레이스카페,그레이스카페,,,,,,,,
999,신암3동 탭플레이커피대구신암점,탭플레이커피 대구신암점,,,,,,,,
1000,신천3동 더리터 신암점,더리터 신암점,,,,,,,,
1001,신천3동 다닐살롱,다닐살롱,,,,,,,,
1002,신암5동 앤커피,앤커피,,,,,,,,
1003,지저동 렌토,렌토,,,,,,,,
1004,신암1동 트리 굿커피 공고네거리점,트리굿커피 공고네거리점,,,,,,,,
1005,신암1동 카페보스 신암점,카페보스 신암점,,,,,,,,
1006,신암1동 타임투 포커스 TIME TO FOCUS,타임투포커스,,,,,,,,
1007,안심2동 슬로우벗베럴,슬로우벗베럴,,,,,,,,
1008,방촌동 솔트,솔트,,,,,,,,
1009,효목1동 커피타임,커피타임,,,,,,,,
1010,신암1동 텐퍼센트커피 대구신암점,텐퍼센트커피 대구신암점,,,,,,,,
1011,지저동 더벤티 대구동구청점,더벤티 대구동구청점,,,,,,,,
1012,효목1동 스타빈,스타빈카페,,,,,,,,
1013,효목2동 어글리,어글리,,,,,,,,
1014,지저동 더드림커피 아양교역점,더드림커피 아양교역점,,,,,,,,
1015,지저동 까르팡,카페 까르팡,,,,,,,,
1016,신암5동 커피콩,커피콩,,,,,,,,
1017,신암1동 이디야커피 동대구우방유쉘점,이디야 동대구우방유쉘점,,,,,,,,
1018,동촌동 까리노커피,까리노커피,,,,,,,,
1019,지저동 에녹&고섶,에녹커피,,,,,,,,
1020,신암2동 투썸플레이스 대구신암점,투썸플레이스 신암점,,,,,,,,
1021,신암1동 투데이로스팅커피 신암점,투데이로스팅커피 신암점,,,,,,,,
1022,신암4동 세라젬웰카페 대구신암직영점,세라젬 웰카페 대구신암직영점,,,,,,,,
1023,신암1동 파스쿠찌 대구신암점,파스쿠찌 대구 신암점,,,,,,,,
1024,신암3동 더스키브라운,더스키브라운,,,,,,,,
1025,신암5동 코스모스커피,코스모스커피,,,,,,,,
1026,지저동 카페봄봄 대구 동구청점,카페봄봄 동구청점,,,,,,,,
1027,지저동 마실커피 동구청점,마실커피 동구청점,,,,,,,,
1028,신암4동 설빙 대구동구청점,설빙 대구동구청점,,,,,,,,
1029,신암4동 차밍쌀디저트,차밍 쌀디저트,,,,,,,,
1030,신암4동 매스커피 동구청점,매스커피 동구청점,,,,,,,,
1031,지저동 구공카페,구공카페,,,,,,,,
1032,지저동 미스터아메리카노,미스터아메리카노,,,,,,,,
1033,신암5동 더리터 대구아양점,더리터 대구아양점,,,,,,,,
1034,신암5동 하옥,카페 하옥,,,,,,,,
1035,동촌동 유니크플레이스,유니크플레이스,,,,,,,,
1036,신암2동 핑크크로플,핑크크로플,,,,,,,,
1037,신암3동 믹쓰커피 신암점,믹쓰커피신암점,,,,,,,,
1038,안심3동 투썸플레이스 대구반야월역점,투썸플레이스 반야월역점,,,,,,,,
1039,안심3동 카페봄봄 안심점,카페봄봄 안심점,,,,,,,,
1040,안심3동 팔공티 이마트반야월점,팔공티 이마트반야월점,,,,,,,,
1041,안심2동 카페본나 롯데아울렛 대구율하점,카페본나 롯데아울렛 대구율하점,,,,,,,,
1042,안심2동 엔제리너스 롯데시네대구율하점,엔제리너스 롯데시네대구율하점,,,,,,,,
1043,안심1동 삼더크 율하점,삼더크 율하점,,,,,,,,
1044,안심2동 마실커피 율하점,마실커피 율하점,,,,,,,,
1045,안심1동 팔공티 대구율하점,팔공티 대구율하점,,,,,,,,
1046,안심1동 텐퍼센트커피 대구율하점,텐퍼센트커피 대구율하점,,,,,,,,
1047,안심1동 카페봄봄 율하점,카페봄봄 율하점,,,,,,,,
1048,안심1동 컴포즈커피 대구율하점,컴포즈커피 대구율하점,,,,,,,,
1049,안심1동 칼디,생과일 찹쌀모찌와 칼디,,,,,,,,
1050,안심1동 더벤티 대구율하광장점,더벤티 대구율하광장점,,,,,,,,
1051,안심1동 요거트월드 율하점,요거트월드 율하점,,,,,,,,
1052,안심4동 카페블레스,카페블레스,,,,,,,,
1053,안심4동 커피스미스 각산이마트점,커피스미스 동대구점,,,,,,,,
1054,공산동 블랙쉽커피(Black sheep coffee),블랙쉽커피,,,,,,,,
1055,공산동 다반트,다반트,,,,,,,,
1056,공산동 앤지스앤틱갤러리,앤지스앤틱갤러리,,,,,,,,
1057,안심1동 카페올리브,카페올리브,,,,,,,,
1058,안심1동 위치어데이,위치어데이,,,,,,,,
1059,안심1동 라이노커피,라이노커피,,,,,,,,
1060,안심1동 에클레시아,에클레시아,,,,,,,,
1061,안심2동 이디야커피 대구율하세영점,이디야커피 대구율하세영점,,,,,,,,
1062,안심2동 더블유커피,더블유커피,,,,,,,,
1063,안심4동 카페달달 신서점,카페달달 율하점,,,,,,,,
1064,안심1동 모고우,모고우,,,,,,,,
1065,안심1동 타이거살롱,타이거살롱,,,,,,,,
1066,안심1동 카페더라,카페더라,,,,,,,,
1067,안심2동 정운다방,정운다방,,,,,,,,
1068,안심1동 썸커피,썸커피,,,,,,,,
1069,안심2동 카페충분,카페 충분,,,,,,,,
1070,안심2동 바리스타비 율하점,바리스타비 캠토토스트 율하점,,,,,,,,
1071,안심2동 시즌카페,시즌카페,,,,,,,,
1072,안심1동 카페우물,카페우물,,,,,,,,
1073,안심4동 더리터 대구신기점,더리터 대구신기점,,,,,,,,
1074,안심2동 커피왕 반야월점,커피왕 반야월점,,,,,,,,
1075,안심1동 보르딘 대구율하점,보르딘 율하점,,,,,,,,
1076,안심1동 더리터 대구율하롯데점,더리터 대구율하롯데점,,,,,,,,
1077,안심2동 읍천리382 대구율하점,읍천리382 율하점,,,,,,,,
1078,안심2동 카페캔버스 율하점,카페캔버스 율하점,,,,,,,,
1079,안심2동 카페설렘 율하점,설렘카페 율하점,,,,,,,,
1080,안심2동 이디야커피 대구율하동점,이디야커피 대구율하동점,,,,,,,,
1081,안심1동 카페찐,카페찐,,,,,,,,
1082,안심1동 1리터커피다스 율하점,1리터커피 다스율하점,,,,,,,,
1083,안심2동 일인칭,일인칭,,,,,,,,
1084,안심4동 덴스크,덴스크 대구혁신도시점,,,,,,,,
1085,혁신동 공차 대구혁신도시점,공차 대구혁신도시점,,,,,,,,
1086,혁신동 파스쿠찌 대구신서혁신도시점,파스쿠찌 대구신서혁신도시점,,,,,,,,
1087,혁신동 쉐리체리,쉐리체리,,,,,,,,
1088,혁신동 매스커피 각산혁신점,매스커피 각산혁신점,,,,,,,,
1089,혁신동 라비앙로즈,라비앙로즈,,,,,,,,
1090,혁신동 쏠커피,쏠커피,,,,,,,,
1091,혁신동 마시그래이 신서혁신도시점,마시그래이 신서혁신도시점,,,,,,,,
1092,혁신동 더벤티 대구신서혁신도시점,더벤티 대구신서혁신도시점,,,,,,,,
1093,혁신동 스위트무드,스위트무드,,,,,,,,
1094,혁신동 카페 테이스티니(Cafe Tastiny),Cafe Tastiny,,,,,,,,
1095,혁신동 두스마일,두스마일,,,,,,,,
1096,혁신동 감성커피 대구혁신도시점,감성커피 대구혁신도시점,,,,,,,,
1097,혁신동 수앤청,수앤청,,,,,,,,
1098,안심3동 히든비카페,히든비 카페,,,,,,,,
1099,혁신동 트롤리케이크,트롤리케이크,,,,,,,,
1100,혁신동 카페소스페소,카페 소스페소,,,,,,,,
1101,신천3동 소공녀,카페 소공녀,,,,,,,,
1102,신암3동 카페블랑쉐,카페 블랑쉐,,,,,,,,
1103,혁신동 델리브,델리브,,,,,,,,
1104,혁신동 티라레미수 대구혁신도시점,티라레미수 대구혁신도시점,,,,,,,,
1105,혁신동 매스커피 신서혁신점,매스커피 신서혁신점,,,,,,,,
1106,혁신동 청담커피 신서점,청담커피 신서점,,,,,,,,
1107,혁신동 빽다방 대구혁신1호점,빽다방 대구혁신1호점,,,,,,,,
1108,혁신동 회선,회선,,,,,,,,
1109,혁신동 카페큐브,카페큐브,,,,,,,,
1110,혁신동 감프커피 대구혁신점,감프커피 대구혁신점,,,,,,,,
1111,혁신동 미스터브리즈커피 대구혁신도시점,미스터브리즈커피 대구혁신도시점,,,,,,,,
1112,공산동 고바슨 르블랑점,고바슨커피 르블랑점,,,,,,,,
1113,공산동 딥오리진,딥오리진,,,,,,,,
1114,공산동 메종로즈,메종로즈,,,,,,,,
1115,공산동 헤이마포인트,헤이마포인트,,,,,,,,
1116,공산동 십분의칠,십분의칠,,,,,,,,
1117,공산동 하이브,하이브,,,,,,,,
1118,공산동 커피명가휴,커피명가 휴,,,,,,,,
1119,공산동 나무906,나무906,,,,,,,,
1120,공산동 베르겐 에스프레소바,베르겐 에스프레소바,,,,,,,,
1121,공산동 산과사람,카페 산과사람,,,,,,,,
1122,검단동 커피왕 불로점,커피왕 불로점,,,,,,,,
1123,도평동 요거프레소 대구불로점,요거프레소 불로점,,,,,,,,
1124,공산동 블루마운틴카페,블루마운틴,,,,,,,,
1125,불로동 곰스크,곰스크,,,,,,,,
1126,봉무동 나이스커피,나이스커피,,,,,,,,
1127,도평동 빽다방 대구봉무공원점,빽다방 대구봉무공원점,,,,,,,,
1128,도평동 이디야커피 대구이시아폴리스점,이디야커피 대구이시아폴리스점,,,,,,,,
1129,봉무동 얌디,얌디,,,,,,,,
1130,공산동 아미타,아미타,,,,,,,,
1131,공산동 커피팩토리,커피팩토리,,,,,,,,
1132,공산동 카페포스,카페포스,,,,,,,,
1133,도평동 슬로우,슬로우,,,,,,,,
1134,검단동 빽다방 대구불로동점,빽다방 대구불로동점,,,,,,,,
1135,불로동 리틀커피,리틀커피,,,,,,,,
1136,불로동 커피와만남,커피와만남,,,,,,,,
1137,검단동 카페라온,카페 라온,,,,,,,,
1138,도평동 공대생카페 불로봉무점,공대생카페 불로봉무점,,,,,,,,
1139,봉무동 딥딥딥,딥딥딥,,,,,,,,
1140,도평동 생츄어리,생츄어리,,,,,,,,
1141,봉무동 아이엠커피 불로점,아이엠커피 불로점,,,,,,,,
1142,불로동 공차 롯데아울렛이시아폴리스점,공차 롯데아울렛 이시아폴리스점,,,,,,,,
1143,도평동 커피명가 이시아폴리스점,커피명가 이시아폴리스점,,,,,,,,
1144,불로동 왓쿡왓커피 대구이시아점,왓쿡왓커피 대구이시아점,,,,,,,,
1145,불로동 드롭탑 대구메가맥스타워점,드롭탑 대구메가맥스타워점,,,,,,,,
1146,도평동 파스쿠찌 대구봉무공원점,파스쿠찌 대구봉무공원점,,,,,,,,
1147,불로동 투썸플레이스 대구이시아점,투썸플레이스 대구이시아점,,,,,,,,
1148,검단동 설빙 이시아폴리스점,설빙 대구이시아폴리스점,,,,,,,,
1149,봉무동 팔공티 이시아폴리스점,팔공티 이시아폴리스점,,,,,,,,
1150,불로동 더리터 이시아폴리스점,더리터 이시아폴리스점,,,,,,,,
1151,봉무동 몰타 이시아점,몰타 이시아점,,,,,,,,
1152,검단동 공차 이시아폴리스점,공차 이시아폴리스점,,,,,,,,
1153,봉무동 읍천리382 대구이시아폴리스점,읍천리382이시아폴리스점,,,,,,,,
1154,봉무동 텐퍼센트커피 대구이시아폴리스점,텐퍼센트커피 대구이시아폴리스점,,,,,,,,
1155,봉무동 카펠리체 이시아폴리스점,카펠리체이시아폴리스점,,,,,,,,
1156,불로동 더벤티 대구이시아폴리스점,더벤티 대구이시아폴리스점,,,,,,,,
1157,검단동 더치앤빈 대구이시아폴리스점,더치앤빈 대구이시아폴리스점,,,,,,,,
1158,봉무동 스펠 이시아,스펠 이시아,,,,,,,,
1159,봉무동 디다카페,디다카페,,,,,,,,
1160,불로동 몬스터커피 이시아폴리스점,몬스터커피 이시아폴리스점,,,,,,,,
1161,검단동 에쏘라인 이시아폴리스점,에쏘라인 이시아폴리스점,,,,,,,,
1162,불로동 컴포즈커피 대구이시아폴리스점,컴포즈커피 대구이시아폴리스점,,,,,,,,
1163,봉무동 카페이숍,카페이숍,,,,,,,,
1164,불로동 열매달,열매달,,,,,,,,
1165,봉무동 미진,미진,,,,,,,,
1166,봉무동 카페탄,카페 탄,,,,,,,,
1167,공산동 더벤티 대구지묘점,더벤티 대구지묘점,,,,,,,,
1168,공산동 째미핑거,째미핑거,,,,,,,,
1169,공산동 로스팅랩,로스팅 랩,,,,,,,,
1170,공산동 비팩토리,비팩토리,,,,,,,,
1171,공산동 올라오니,올라오니,,,,,,,,
1172,공산동 커피앤스토리,커피 앤 스토리,,,,,,,,
1173,신암1동 HEJHEJ,HEJ HEJ,,,,,,,,
1174,신암5동 마시그래이 공항점,마시그래이 공항점,,,,,,,,
1175,신암5동 더리터 대구공항점,더리터 대구공항점,,,,,,,,
1176,안심4동 마고플레인비스타,마고플레인비스타,,,,,,,,
1177,효목2동 테로부,테로부,,,,,,,,
1178,신천4동 다즐링,다즐링,,,,,,,,
1179,해안동 빽다방 대구방촌상명점,빽다방 대구방촌상명점,,,,,,,,
1180,해안동 카페하누,카페하누,,,,,,,,
1181,신천4동 리카페이,리카페이,,,,,,,,
1182,효목2동 아이엠에이투지,아이엠 에이투지,,,,,,,,
1183,효목1동 카페봄봄 효목점,카페봄봄 효목점,,,,,,,,
1184,효목1동 앨리커피,앨리커피,,,,,,,,
1185,방촌동 카페클라우드,카페클라우드,,,,,,,,
1186,방촌동 에녹커피 강촌점,에녹커피 강촌점,,,,,,,,
1187,방촌동 감성커피 대구방촌점,감성커피 대구방촌점,,,,,,,,
1188,해안동 마시그래이 강촌점,마시그래이 강촌점,,,,,,,,
1189,해안동 갸또빌라쥬,갸또빌라쥬,,,,,,,,
1190,방촌동 로라롱하우스,로라롱하우스,,,,,,,,
1191,해안동 아웃스탠딩커피 혜진점,아웃스탠딩커피 혜진점,,,,,,,,
1192,해안동 스위트주아르,스위트주아르,,,,,,,,
1193,해안동 밀크브라운스탠드,밀크브라운스탠드,,,,,,,,
1194,효목1동 오엔오,오엔오,,,,,,,,
1195,동촌동 더아양,더아양,,,,,,,,
1196,방촌동 파스쿠찌 동촌유원지점,파스쿠찌 동촌유원지점,,,,,,,,
1197,동촌동 설빙 대구동촌유원지점,설빙 대구동촌유원지점,,,,,,,,
1198,효목1동 짝라이브,짝 라이브,,,,,,,,
1199,효목1동 라이브카페비틀즈,비틀즈라이브카페,,,,,,,,
1200,방촌동 커피스미스 대구동촌유원지점,커피스미스 동촌유원지점,,,,,,,,
1201,동촌동 파라볼레 동촌유원지점,에스프레소바 파라볼레 카페 대구동촌유원지점,,,,,,,,
1202,효목2동 투썸플레이스 대구동촌유원지점,투썸플레이스 대구동촌유원지점,,,,,,,,
1203,효목2동 핸즈커피 동촌유원지점,핸즈커피 동촌유원지점,,,,,,,,
1204,동촌동 이디야커피 대구동촌유원지점,이디야커피 동촌유원지점,,,,,,,,
1205,동촌동 드롭탑 동촌유원지점,드롭탑 동촌유원지점,,,,,,,,
1206,효목1동 카페단아,카페 단아,,,,,,,,
1207,효목2동 블루샥효목,블루샥 대구 효목점,,,,,,,,
1208,효목2동 카페나눔,담소나눔카페 커피앤디저트,,,,,,,,
1209,효목1동 빽다방 대구효목점,빽다방 대구효목점,,,,,,,,
1210,효목2동 오쏘커피,오쏘커피,,,,,,,,
1211,효목1동 릴리하우스,릴리하우스,,,,,,,,
1212,효목2동 커피컵팟,커피컵팟,,,,,,,,
1213,신천4동 만랩커피 대구신천점,만랩커피 대구신천점,,,,,,,,
1214,신암4동 백금당 2호점,백금당 카페2호점,,,,,,,,
1215,신암5동 오세요 카페테리아,오세요 카페테리아,,,,,,,,
1216,검단동 카페나우 북구청소년회관점,카페나우 북구청소년회관점,,,,,,,,
1217,대현동 만복당,만복당,,,,,,,,
1218,신암1동 H커피,H COFFEE,,,,,,,,
1219,신암1동 멜라이드 경대점,멜라이드 경대점,,,,,,,,
1220,신암1동 목로카페,목로카페,,,,,,,,
1221,복현2동 블라인드멜론 테크노점,블라인드멜론 테크노점,,,,,,,,
1222,복현1동 줌줌,줌줌,,,,,,,,
1223,대현동 제리집,제리집,,,,,,,,
1224,신암1동 칼디커피,칼디커피익스프레스,,,,,,,,
1225,대현동 라이카브루어스,라이카브루어스,,,,,,,,
1226,복현2동 플레이스23,플레이스23,,,,,,,,
1227,복현2동 라임커피,라임커피,,,,,,,,
1228,복현2동 텐퍼센트커피 대구복현블랙스톤점,텐퍼센트커피 대구복현블랙스톤점,,,,,,,,
1229,비산3동 민월재,민월재,,,,,,,,
1230,고성동 마시그래이 대구FC점,마시그래이 대구FC점,,,,,,,,
1231,도원동 카페818,CAFE818,,,,,,,,
1232,고성동 빠삐용,빠삐용 고성점,,,,,,,,
1233,고성동 예투카페,카페예투,,,,,,,,
1234,비산3동 크래프터갸또,크래프터 갸또,,,,,,,,
1235,도원동 운터커피,운터커피,,,,,,,,
1236,고성동 봉스커피,봉스커피,,,,,,,,
1237,침산1동 이디야커피 고성점,이디아커피 고성점,,,,,,,,
1238,침산1동 비아에스프레소클럽,비아에스프레소클럽,,,,,,,,
1239,고성동 올드캐슬,oldcastle,,,,,,,,
1240,고성동 요거잇,요거잇,,,,,,,,
